Year,Sex,Region,Agegroup,Pop_EndOfYear,Pop_MidYear
1977,1,65,12,59527,59586
1977,1,65,13,54190,54550
1977,1,65,14,51308,51130
1977,1,65,15,39410,39122
1977,1,65,16,26694,26360
1977,1,65,17,14484,14278
1977,1,65,18,5568,5545
1977,1,65,21,1788,1746
1977,1,66,01,49293,49971
1977,1,66,02,52955,53386
1977,1,66,03,56927,56151
1977,1,66,04,49365,49413
1977,1,66,05,52730,52801
1977,1,66,06,58407,59346
1977,1,66,07,63062,62313
1977,1,66,08,48541,47385
1977,1,66,09,41004,40816
1977,1,66,10,41590,41747
1977,1,66,11,44105,44689
1977,1,66,12,46414,46268
1977,1,66,13,41640,41947
1977,1,66,14,38545,38330
1977,1,66,15,29397,29094
1977,1,66,16,19963,19681
1977,1,66,17,10981,10902
1977,1,66,18,4491,4445
1977,1,66,21,1410,1388
1977,2,61,01,27981,28292
1977,2,61,02,29944,30159
1977,2,61,03,33153,32838
1977,2,61,04,29779,29964
1977,2,61,05,29763,29636
1977,2,61,06,30770,30990
1977,2,61,07,33088,32522
1977,2,61,08,27049,26721
1977,2,61,09,24822,24894
1977,2,61,10,26061,26129
1977,2,61,11,26957,27189
1977,2,61,12,27937,27833
1977,2,61,13,26224,26354
1977,2,61,14,24634,24460
1977,2,61,15,20799,20646
1977,2,61,16,15509,15194
1977,2,61,17,8818,8667
1977,2,61,18,3962,3896
1977,2,61,21,1304,1261
1977,2,62,01,48388,49023
1977,2,62,02,50320,50477
1977,2,62,03,53246,52788
1977,2,62,04,47847,47461
1977,2,62,05,56901,56558
1977,2,62,06,65488,66439
1977,2,62,07,72594,71495
1977,2,62,08,52082,50484
1977,2,62,09,41679,41355
1977,2,62,10,42334,42607
1977,2,62,11,46948,47762
1977,2,62,12,51382,51168
1977,2,62,13,45270,45648
1977,2,62,14,43919,43584
1977,2,62,15,35489,34950
1977,2,62,16,26214,25772
1977,2,62,17,16318,16136
1977,2,62,18,8039,7870
1977,2,62,21,3004,2870
1977,2,63,01,45149,45688
1977,2,63,02,47585,47810
1977,2,63,03,51151,50573
1977,2,63,04,44755,44674
1977,2,63,05,46396,46627
1977,2,63,06,51485,52144
1977,2,63,07,55831,55184
1977,2,63,08,44120,43184
1977,2,63,09,38903,38745
1977,2,63,10,40537,40701
1977,2,63,11,42858,43262
1977,2,63,12,44618,44437
1977,2,63,13,42879,43040
1977,2,63,14,42001,41843
1977,2,63,15,36075,35812
1977,2,63,16,27466,27053
1977,2,63,17,17501,17247
1977,2,63,18,8400,8256
1977,2,63,21,3548,3448
1977,2,64,01,29760,30035
1977,2,64,02,31932,32188
1977,2,64,03,34643,34199
1977,2,64,04,30342,30308
1977,2,64,05,30217,30271
1977,2,64,06,32452,32882
1977,2,64,07,34942,34366
1977,2,64,08,27931,27327
1977,2,64,09,24505,24528
1977,2,64,10,25935,26098
1977,2,64,11,28004,28258
1977,2,64,12,30097,30046
1977,2,64,13,28202,28333
1977,2,64,14,27446,27407
1977,2,64,15,23678,23461
1977,2,64,16,17873,17597
1977,2,64,17,10808,10544
1977,2,64,18,4869,4789
1977,2,64,21,1799,1734
1977,2,65,01,56780,57595
1977,2,65,02,62078,62753
1977,2,65,03,68941,68037
1977,2,65,04,59836,59826
1977,2,65,05,59906,59928
1977,2,65,06,66194,67184
1977,2,65,07,73080,71881
1977,2,65,08,55922,54648
1977,2,65,09,48511,48438
1977,2,65,10,51158,51502
1977,2,65,11,55018,55835
1977,2,65,12,60624,60444
1977,2,65,13,55738,55882
1977,2,65,14,54426,54315
1977,2,65,15,46022,45721
1977,2,65,16,35215,34582
1977,2,65,17,21130,20835
1977,2,65,18,9470,9215
1977,2,65,21,3151,3048
1977,2,66,01,46733,47590
1977,2,66,02,50618,50911
1977,2,66,03,53853,53153
1977,2,66,04,47291,47372
1977,2,66,05,51401,51471
1977,2,66,06,55868,56525
1977,2,66,07,58366,57430
1977,2,66,08,44910,44000
1977,2,66,09,39520,39480
1977,2,66,10,41134,41162
1977,2,66,11,43698,44365
1977,2,66,12,46960,46879
1977,2,66,13,43837,44002
1977,2,66,14,42376,42137
1977,2,66,15,35389,35052
1977,2,66,16,27001,26559
1977,2,66,17,16867,16601
1977,2,66,18,7863,7703
1977,2,66,21,2924,2833
1978,1,61,01,28492,28789
1978,1,61,02,31069,31240
1978,1,61,03,35007,35063
1978,1,61,04,32122,32153
1978,1,61,05,32983,33165
1978,1,61,06,33833,34103
1978,1,61,07,36805,36475
1978,1,61,08,29530,28698
1978,1,61,09,26010,25904
1978,1,61,10,25866,26123
1978,1,61,11,27165,27446
1978,1,61,12,28719,28704
1978,1,61,13,26159,26283
1978,1,61,14,24411,24362
1978,1,61,15,18979,18776
1978,1,61,16,12645,12549
1978,1,61,17,6725,6644
1978,1,61,18,2675,2642
1978,1,61,21,797,799
1978,1,62,01,49226,50077
1978,1,62,02,52760,52589
1978,1,62,03,55213,55595
1978,1,62,04,50149,49541
1978,1,62,05,55441,55223
1978,1,62,06,63418,64091
1978,1,62,07,74845,75097
1978,1,62,08,60051,57994
1978,1,62,09,45115,44274
1978,1,62,10,40865,41192
1978,1,62,11,43437,44061
1978,1,62,12,47431,47320
1978,1,62,13,39274,39368
1978,1,62,14,34408,34203
1978,1,62,15,24483,24086
1978,1,62,16,15100,14917
1978,1,62,17,7736,7609
1978,1,62,18,3184,3122
1978,1,62,21,957,947
1978,1,63,01,46240,46863
1978,1,63,02,49692,49852
1978,1,63,03,54272,54269
1978,1,63,04,47960,47501
1978,1,63,05,47736,48066
1978,1,63,06,52197,52841
1978,1,63,07,58933,59004
1978,1,63,08,49521,48265
1978,1,63,09,41184,40661
1978,1,63,10,39369,39727
1978,1,63,11,41632,41896
1978,1,63,12,44363,44192
1978,1,63,13,39666,40136
1978,1,63,14,38416,38361
1978,1,63,15,30287,29936
1978,1,63,16,20153,19957
1978,1,63,17,11139,10985
1978,1,63,18,4685,4647
1978,1,63,21,1774,1769
1978,1,64,01,30184,30800
1978,1,64,02,33734,33784
1978,1,64,03,36578,36552
1978,1,64,04,32303,32087
1978,1,64,05,32344,32515
1978,1,64,06,33195,33719
1978,1,64,07,37847,37655
1978,1,64,08,30621,29819
1978,1,64,09,25492,25197
1978,1,64,10,24833,25082
1978,1,64,11,26793,27212
1978,1,64,12,29765,29742
1978,1,64,13,27091,27308
1978,1,64,14,26020,26045
1978,1,64,15,20566,20281
1978,1,64,16,13949,13846
1978,1,64,17,7495,7403
1978,1,64,18,3028,3026
1978,1,64,21,1044,1017
1978,1,65,01,57378,58384
1978,1,65,02,65023,65434
1978,1,65,03,72764,72531
1978,1,65,04,64346,63916
1978,1,65,05,63695,64020
1978,1,65,06,68768,69792
1978,1,65,07,79243,78673
1978,1,65,08,63037,61393
1978,1,65,09,51242,50482
1978,1,65,10,50236,50751
1978,1,65,11,53204,53866
1978,1,65,12,59537,59532
1978,1,65,13,53562,53876
1978,1,65,14,51056,51182
1978,1,65,15,40296,39853
1978,1,65,16,27133,26914
1978,1,65,17,14724,14604
1978,1,65,18,5764,5666
1978,1,65,21,1856,1822
1978,1,66,01,47470,48382
1978,1,66,02,52560,52758
1978,1,66,03,56916,56922
1978,1,66,04,50282,49824
1978,1,66,05,52353,52542
1978,1,66,06,56694,57551
1978,1,66,07,63633,63348
1978,1,66,08,51260,49901
1978,1,66,09,42064,41534
1978,1,66,10,40659,41125
1978,1,66,11,43121,43613
1978,1,66,12,46891,46653
1978,1,66,13,41025,41333
1978,1,66,14,38720,38633
1978,1,66,15,30103,29750
1978,1,66,16,20268,20116
1978,1,66,17,11363,11172
1978,1,66,18,4605,4548
1978,1,66,21,1467,1439
1978,2,61,01,27178,27580
1978,2,61,02,29664,29804
1978,2,61,03,33192,33173
1978,2,61,04,30013,29896
1978,2,61,05,29557,29660
1978,2,61,06,30258,30514
1978,2,61,07,33471,33280
1978,2,61,08,28217,27633
1978,2,61,09,25182,25002
1978,2,61,10,25469,25765
1978,2,61,11,26693,26825
1978,2,61,12,28056,27997
1978,2,61,13,25955,26090
1978,2,61,14,24867,24751
1978,2,61,15,21193,20996
1978,2,61,16,15844,15677
1978,2,61,17,9131,8975
1978,2,61,18,4147,4055
1978,2,61,21,1381,1343
1978,2,62,01,46850,47619
1978,2,62,02,50369,50345
1978,2,62,03,52777,53012
1978,2,62,04,48719,48283
1978,2,62,05,57329,57115
1978,2,62,06,63370,64429
1978,2,62,07,73186,72890
1978,2,62,08,56025,54054
1978,2,62,09,43115,42397
1978,2,62,10,41395,41865
1978,2,62,11,45545,46247
1978,2,62,12,51463,51423
1978,2,62,13,45103,45187
1978,2,62,14,43861,43890
1978,2,62,15,36702,36096
1978,2,62,16,26853,26534
1978,2,62,17,16708,16513
1978,2,62,18,8393,8216
1978,2,62,21,3193,3099
1978,2,63,01,43856,44503
1978,2,63,02,47358,47472
1978,2,63,03,51335,51243
1978,2,63,04,45457,45106
1978,2,63,05,45878,46137
1978,2,63,06,50176,50831
1978,2,63,07,56116,55974
1978,2,63,08,46581,45351
1978,2,63,09,39901,39402
1978,2,63,10,39486,40012
1978,2,63,11,42411,42635
1978,2,63,12,45291,44955
1978,2,63,13,42084,42482
1978,2,63,14,42038,42020
1978,2,63,15,36951,36513
1978,2,63,16,28137,27802
1978,2,63,17,18076,17789
1978,2,63,18,8705,8553
1978,2,63,21,3756,3652
1978,2,64,01,28830,29295
1978,2,64,02,31751,31842
1978,2,64,03,34863,34753
1978,2,64,04,30615,30479
1978,2,64,05,29978,30098
1978,2,64,06,31576,32014
1978,2,64,07,35381,35162
1978,2,64,08,29271,28601
1978,2,64,09,25021,24763
1978,2,64,10,25340,25638
1978,2,64,11,27484,27744
1978,2,64,12,30240,30169
1978,2,64,13,27693,27948
1978,2,64,14,27577,27512
1978,2,64,15,24100,23889
1978,2,64,16,18429,18151
1978,2,64,17,11189,10999
1978,2,64,18,5121,4995
1978,2,64,21,1921,1860
1978,2,65,01,54828,55804
1978,2,65,02,61732,61905
1978,2,65,03,69144,69043
1978,2,65,04,60901,60369
1978,2,65,05,59371,59639
1978,2,65,06,64493,65344
1978,2,65,07,74104,73592
1978,2,65,08,59123,57523
1978,2,65,09,49626,49069
1978,2,65,10,49954,50556
1978,2,65,11,53932,54475
1978,2,65,12,60777,60701
1978,2,65,13,55386,55562
1978,2,65,14,54386,54406
1978,2,65,15,47147,46585
1978,2,65,16,35774,35495
1978,2,65,17,21857,21494
1978,2,65,18,10002,9736
1978,2,65,21,3386,3269
1978,2,66,01,45170,45952
1978,2,66,02,50127,50373
1978,2,66,03,54050,53952
1978,2,66,04,48079,47685
1978,2,66,05,50941,51171
1978,2,66,06,54363,55116
1978,2,66,07,59314,58840
1978,2,66,08,47377,46144
1978,2,66,09,40222,39871
1978,2,66,10,40335,40735
1978,2,66,11,42868,43283
1978,2,66,12,47275,47118
1978,2,66,13,43462,43650
1978,2,66,14,42413,42395
1978,2,66,15,36173,35781
1978,2,66,16,27597,27299
1978,2,66,17,17522,17195
1978,2,66,18,8286,8075
1978,2,66,21,3039,2982
1979,1,61,01,27676,28084
1979,1,61,02,31354,31212
1979,1,61,03,34174,34591
1979,1,61,04,32706,32414
1979,1,61,05,32739,32861
1979,1,61,06,33284,33559
1979,1,61,07,36875,36840
1979,1,61,08,31170,30350
1979,1,61,09,26404,26207
1979,1,61,10,25608,25737
1979,1,61,11,26620,26893
1979,1,61,12,28845,28782
1979,1,61,13,25677,25918
1979,1,61,14,24290,24351
1979,1,61,15,19455,19217
1979,1,61,16,12877,12761
1979,1,61,17,6931,6828
1979,1,61,18,2696,2686
1979,1,61,21,787,792
1979,1,62,01,47929,48578
1979,1,62,02,53241,53001
1979,1,62,03,53159,54186
1979,1,62,04,52188,51169
1979,1,62,05,56177,55809
1979,1,62,06,62505,62962
1979,1,62,07,72640,73743
1979,1,62,08,64313,62182
1979,1,62,09,47170,46143
1979,1,62,10,40807,40836
1979,1,62,11,41826,42632
1979,1,62,12,47387,47409
1979,1,62,13,39305,39290
1979,1,62,14,34199,34304
1979,1,62,15,25347,24915
1979,1,62,16,15626,15363
1979,1,62,17,7868,7802
1979,1,62,18,3264,3224
1979,1,62,21,1004,981
1979,1,63,01,45069,45655
1979,1,63,02,50011,49852
1979,1,63,03,53321,53797
1979,1,63,04,49386,48673
1979,1,63,05,47643,47690
1979,1,63,06,50804,51501
1979,1,63,07,58001,58467
1979,1,63,08,52463,50992
1979,1,63,09,42261,41723
1979,1,63,10,39100,39235
1979,1,63,11,40928,41280
1979,1,63,12,44380,44372
1979,1,63,13,39035,39351
1979,1,63,14,38194,38305
1979,1,63,15,31048,30668
1979,1,63,16,20594,20374
1979,1,63,17,11455,11297
1979,1,63,18,4731,4708
1979,1,63,21,1758,1766
1979,1,64,01,29311,29748
1979,1,64,02,34014,33874
1979,1,64,03,35932,36255
1979,1,64,04,33226,32765
1979,1,64,05,32290,32317
1979,1,64,06,32419,32807
1979,1,64,07,37319,37583
1979,1,64,08,32591,31606
1979,1,64,09,26353,25923
1979,1,64,10,24518,24676
1979,1,64,11,26112,26453
1979,1,64,12,29477,29621
1979,1,64,13,26847,26969
1979,1,64,14,25816,25918
1979,1,64,15,20985,20776
1979,1,64,16,14183,14066
1979,1,64,17,7623,7559
1979,1,64,18,3082,3055
1979,1,64,21,1060,1052
1979,1,65,01,55512,56445
1979,1,65,02,65288,65156
1979,1,65,03,70765,71765
1979,1,65,04,66631,65489
1979,1,65,05,63711,63703
1979,1,65,06,66678,67723
1979,1,65,07,78235,78739
1979,1,65,08,67505,65271
1979,1,65,09,53183,52213
1979,1,65,10,49469,49853
1979,1,65,11,52156,52680
1979,1,65,12,59218,59378
1979,1,65,13,52892,53227
1979,1,65,14,50699,50878
1979,1,65,15,41209,40753
1979,1,65,16,27580,27357
1979,1,65,17,14988,14856
1979,1,65,18,5967,5866
1979,1,65,21,1825,1841
1979,1,66,01,45943,46707
1979,1,66,02,52415,52488
1979,1,66,03,55972,56444
1979,1,66,04,51776,51029
1979,1,66,05,52644,52499
1979,1,66,06,55013,55854
1979,1,66,07,63238,63436
1979,1,66,08,54209,52735
1979,1,66,09,43490,42777
1979,1,66,10,40161,40410
1979,1,66,11,42035,42578
1979,1,66,12,46860,46876
1979,1,66,13,40550,40788
1979,1,66,14,38721,38721
1979,1,66,15,30880,30492
1979,1,66,16,20838,20553
1979,1,66,17,11489,11426
1979,1,66,18,4769,4687
1979,1,66,21,1545,1506
1979,2,61,01,26550,26864
1979,2,61,02,29994,29829
1979,2,61,03,32407,32800
1979,2,61,04,30630,30322
1979,2,61,05,29580,29569
1979,2,61,06,29904,30081
1979,2,61,07,33697,33584
1979,2,61,08,29223,28720
1979,2,61,09,25688,25435
1979,2,61,10,25279,25374
1979,2,61,11,26335,26514
1979,2,61,12,28292,28174
1979,2,61,13,25465,25710
1979,2,61,14,24947,24907
1979,2,61,15,21630,21412
1979,2,61,16,16340,16092
1979,2,61,17,9533,9332
1979,2,61,18,4303,4225
1979,2,61,21,1464,1423
1979,2,62,01,45650,46250
1979,2,62,02,50807,50588
1979,2,62,03,50765,51771
1979,2,62,04,50848,49784
1979,2,62,05,57848,57589
1979,2,62,06,61565,62468
1979,2,62,07,71559,72373
1979,2,62,08,60474,58250
1979,2,62,09,44811,43963
1979,2,62,10,40769,41082
1979,2,62,11,44013,44779
1979,2,62,12,51517,51490
1979,2,62,13,44708,44906
1979,2,62,14,43606,43734
1979,2,62,15,37809,37256
1979,2,62,16,27529,27191
1979,2,62,17,17305,17007
1979,2,62,18,8595,8494
1979,2,62,21,3394,3294
1979,2,63,01,42914,43385
1979,2,63,02,47706,47532
1979,2,63,03,50157,50746
1979,2,63,04,47096,46277
1979,2,63,05,45556,45717
1979,2,63,06,49065,49621
1979,2,63,07,55526,55821
1979,2,63,08,49498,48040
1979,2,63,09,40745,40323
1979,2,63,10,39043,39265
1979,2,63,11,41777,42094
1979,2,63,12,45475,45383
1979,2,63,13,41441,41763
1979,2,63,14,41984,42011
1979,2,63,15,37707,37329
1979,2,63,16,29098,28618
1979,2,63,17,18445,18261
1979,2,63,18,9215,8960
1979,2,63,21,3823,3790
1979,2,64,01,27914,28372
1979,2,64,02,31982,31867
1979,2,64,03,34157,34510
1979,2,64,04,31568,31092
1979,2,64,05,29805,29892
1979,2,64,06,30676,31126
1979,2,64,07,35316,35349
1979,2,64,08,30851,30061
1979,2,64,09,25807,25414
1979,2,64,10,24907,25124
1979,2,64,11,26854,27169
1979,2,64,12,30277,30259
1979,2,64,13,27282,27488
1979,2,64,14,27562,27570
1979,2,64,15,24636,24368
1979,2,64,16,18840,18635
1979,2,64,17,11478,11334
1979,2,64,18,5446,5284
1979,2,64,21,1953,1937
1979,2,65,01,52796,53812
1979,2,65,02,62301,62017
1979,2,65,03,67152,68148
1979,2,65,04,63118,62010
1979,2,65,05,59347,59359
1979,2,65,06,62412,63453
1979,2,65,07,73711,73908
1979,2,65,08,63108,61116
1979,2,65,09,51050,50338
1979,2,65,10,49215,49585
1979,2,65,11,52659,53296
1979,2,65,12,60815,60796
1979,2,65,13,54959,55173
1979,2,65,14,54155,54271
1979,2,65,15,48094,47621
1979,2,65,16,36678,36226
1979,2,65,17,22554,22206
1979,2,65,18,10540,10271
1979,2,65,21,3585,3486
1979,2,66,01,43865,44518
1979,2,66,02,50190,50159
1979,2,66,03,52953,53502
1979,2,66,04,49717,48898
1979,2,66,05,50910,50926
1979,2,66,06,53058,53711
1979,2,66,07,59181,59248
1979,2,66,08,49740,48559
1979,2,66,09,41437,40830
1979,2,66,10,39961,40148
1979,2,66,11,41817,42343
1979,2,66,12,47477,47376
1979,2,66,13,42766,43114
1979,2,66,14,42452,42433
1979,2,66,15,37096,36635
1979,2,66,16,28359,27978
1979,2,66,17,18016,17769
1979,2,66,18,8607,8447
1979,2,66,21,3222,3131
1980,1,61,01,27454,27565
1980,1,61,02,31369,31362
1980,1,61,03,33229,33702
1980,1,61,04,33535,33121
1980,1,61,05,32266,32503
1980,1,61,06,33081,33183
1980,1,61,07,36415,36645
1980,1,61,08,33323,32247
1980,1,61,09,26684,26544
1980,1,61,10,25371,25490
1980,1,61,11,26051,26336
1980,1,61,12,28015,28430
1980,1,61,13,26276,25977
1980,1,61,14,24053,24172
1980,1,61,15,19817,19636
1980,1,61,16,13060,12969
1980,1,61,17,7092,7012
1980,1,61,18,2824,2760
1980,1,61,21,800,794
1980,1,62,01,47784,47857
1980,1,62,02,52303,52772
1980,1,62,03,51718,52439
1980,1,62,04,54065,53127
1980,1,62,05,56346,56262
1980,1,62,06,61887,62196
1980,1,62,07,70069,71355
1980,1,62,08,68422,66368
1980,1,62,09,48590,47880
1980,1,62,10,40894,40851
1980,1,62,11,40794,41310
1980,1,62,12,45224,46306
1980,1,62,13,41157,40231
1980,1,62,14,33948,34074
1980,1,62,15,26147,25747
1980,1,62,16,16074,15850
1980,1,62,17,8211,8040
1980,1,62,18,3248,3256
1980,1,62,21,1034,1019
1980,1,63,01,43856,44463
1980,1,63,02,49828,49920
1980,1,63,03,52053,52687
1980,1,63,04,51431,50409
1980,1,63,05,47293,47468
1980,1,63,06,49796,50300
1980,1,63,07,56635,57318
1980,1,63,08,55389,53926
1980,1,63,09,43389,42825
1980,1,63,10,38773,38937
1980,1,63,11,40255,40592
1980,1,63,12,42798,43589
1980,1,63,13,40541,39788
1980,1,63,14,37703,37949
1980,1,63,15,31620,31334
1980,1,63,16,21001,20798
1980,1,63,17,11833,11644
1980,1,63,18,4885,4808
1980,1,63,21,1740,1749
1980,1,64,01,29032,29172
1980,1,64,02,33524,33769
1980,1,64,03,35358,35645
1980,1,64,04,34581,33904
1980,1,64,05,31843,32067
1980,1,64,06,32102,32261
1980,1,64,07,36555,36937
1980,1,64,08,34590,33591
1980,1,64,09,26903,26628
1980,1,64,10,24348,24433
1980,1,64,11,25563,25838
1980,1,64,12,28213,28845
1980,1,64,13,27743,27295
1980,1,64,14,25506,25661
1980,1,64,15,21404,21195
1980,1,64,16,14293,14238
1980,1,64,17,7853,7738
1980,1,64,18,3160,3121
1980,1,64,21,1044,1052
1980,1,65,01,54783,55148
1980,1,65,02,64905,65097
1980,1,65,03,69066,69916
1980,1,65,04,69032,67832
1980,1,65,05,63184,63448
1980,1,65,06,65297,65988
1980,1,65,07,76575,77405
1980,1,65,08,71906,69706
1980,1,65,09,54866,54025
1980,1,65,10,48817,49143
1980,1,65,11,51348,51752
1980,1,65,12,56345,57782
1980,1,65,13,55015,53954
1980,1,65,14,49982,50341
1980,1,65,15,41986,41598
1980,1,65,16,28046,27813
1980,1,65,17,15297,15143
1980,1,65,18,6091,6029
1980,1,65,21,1827,1826
1980,1,66,01,44976,45460
1980,1,66,02,51826,52121
1980,1,66,03,54506,55239
1980,1,66,04,53821,52799
1980,1,66,05,51950,52297
1980,1,66,06,54169,54591
1980,1,66,07,61657,62448
1980,1,66,08,57505,55857
1980,1,66,09,44386,43938
1980,1,66,10,39719,39940
1980,1,66,11,41478,41757
1980,1,66,12,44849,45855
1980,1,66,13,42198,41374
1980,1,66,14,38367,38544
1980,1,66,15,31657,31269
1980,1,66,16,21076,20957
1980,1,66,17,11750,11620
1980,1,66,18,4922,4846
1980,1,66,21,1578,1562
1980,2,61,01,26365,26458
1980,2,61,02,30001,29998
1980,2,61,03,31628,32018
1980,2,61,04,31404,31017
1980,2,61,05,29440,29510
1980,2,61,06,29894,29899
1980,2,61,07,33298,33498
1980,2,61,08,30758,29991
1980,2,61,09,26099,25894
1980,2,61,10,24846,25063
1980,2,61,11,26014,26175
1980,2,61,12,27639,27966
1980,2,61,13,26290,25878
1980,2,61,14,24897,24922
1980,2,61,15,21765,21698
1980,2,61,16,16733,16537
1980,2,61,17,10004,9769
1980,2,61,18,4468,4386
1980,2,61,21,1521,1493
1980,2,62,01,45202,45426
1980,2,62,02,49770,50289
1980,2,62,03,49844,50305
1980,2,62,04,52622,51735
1980,2,62,05,57910,57879
1980,2,62,06,60782,61174
1980,2,62,07,69126,70343
1980,2,62,08,65077,62776
1980,2,62,09,46080,45446
1980,2,62,10,40338,40554
1980,2,62,11,42753,43383
1980,2,62,12,49109,50313
1980,2,62,13,46632,45670
1980,2,62,14,43133,43370
1980,2,62,15,38519,38164
1980,2,62,16,28252,27891
1980,2,62,17,17985,17645
1980,2,62,18,8958,8777
1980,2,62,21,3539,3467
1980,2,63,01,41755,42335
1980,2,63,02,47677,47692
1980,2,63,03,49291,49724
1980,2,63,04,48835,47966
1980,2,63,05,45183,45370
1980,2,63,06,48157,48611
1980,2,63,07,54586,55056
1980,2,63,08,52187,50843
1980,2,63,09,41746,41246
1980,2,63,10,38339,38691
1980,2,63,11,41316,41547
1980,2,63,12,44049,44762
1980,2,63,13,42666,42054
1980,2,63,14,41873,41929
1980,2,63,15,38161,37934
1980,2,63,16,29607,29353
1980,2,63,17,19228,18837
1980,2,63,18,9611,9413
1980,2,63,21,3938,3881
1980,2,64,01,27543,27729
1980,2,64,02,31793,31888
1980,2,64,03,33382,33770
1980,2,64,04,32797,32183
1980,2,64,05,29418,29612
1980,2,64,06,30311,30494
1980,2,64,07,34816,35066
1980,2,64,08,32586,31719
1980,2,64,09,26255,26031
1980,2,64,10,24609,24758
1980,2,64,11,26317,26586
1980,2,64,12,29065,29671
1980,2,64,13,28499,27891
1980,2,64,14,27316,27439
1980,2,64,15,24951,24794
1980,2,64,16,19209,19025
1980,2,64,17,11948,11713
1980,2,64,18,5609,5528
1980,2,64,21,2090,2022
1980,2,65,01,52126,52461
1980,2,65,02,61927,62114
1980,2,65,03,65102,66127
1980,2,65,04,65616,64367
1980,2,65,05,58719,59033
1980,2,65,06,61621,62017
1980,2,65,07,72094,72903
1980,2,65,08,67670,65389
1980,2,65,09,52123,51587
1980,2,65,10,48336,48776
1980,2,65,11,52070,52365
1980,2,65,12,57898,59357
1980,2,65,13,57536,56248
1980,2,65,14,53671,53913
1980,2,65,15,48796,48445
1980,2,65,16,37231,36955
1980,2,65,17,23260,22907
1980,2,65,18,11053,10797
1980,2,65,21,3856,3721
1980,2,66,01,42960,43413
1980,2,66,02,49425,49808
1980,2,66,03,51990,52472
1980,2,66,04,51391,50554
1980,2,66,05,50376,50643
1980,2,66,06,52354,52706
1980,2,66,07,58072,58627
1980,2,66,08,52965,51353
1980,2,66,09,42128,41783
1980,2,66,10,39318,39640
1980,2,66,11,41285,41551
1980,2,66,12,45585,46531
1980,2,66,13,44159,43463
1980,2,66,14,42339,42396
1980,2,66,15,37676,37386
1980,2,66,16,28889,28624
1980,2,66,17,18588,18302
1980,2,66,18,9093,8850
1980,2,66,21,3403,3313
1981,1,61,01,27420,27437
1981,1,61,02,30578,30974
1981,1,61,03,32413,32821
1981,1,61,04,34411,33973
1981,1,61,05,31439,31853
1981,1,61,06,32954,33018
1981,1,61,07,35385,35900
1981,1,61,08,35286,34305
1981,1,61,09,26942,26813
1981,1,61,10,25408,25390
1981,1,61,11,25858,25955
1981,1,61,12,27176,27596
1981,1,61,13,26614,26445
1981,1,61,14,23922,23988
1981,1,61,15,19911,19864
1981,1,61,16,13209,13135
1981,1,61,17,7314,7203
1981,1,61,18,2936,2880
1981,1,61,21,844,822
1981,1,62,01,47540,47662
1981,1,62,02,50771,51537
1981,1,62,03,51240,51479
1981,1,62,04,55414,54740
1981,1,62,05,56660,56503
1981,1,62,06,62647,62267
1981,1,62,07,67316,68693
1981,1,62,08,71695,70059
1981,1,62,09,50789,49690
1981,1,62,10,41337,41116
1981,1,62,11,40108,40451
1981,1,62,12,43346,44285
1981,1,62,13,42626,41892
1981,1,62,14,33681,33815
1981,1,62,15,26835,26491
1981,1,62,16,16507,16291
1981,1,62,17,8488,8350
1981,1,62,18,3369,3309
1981,1,62,21,1063,1049
1981,1,63,01,42873,43365
1981,1,63,02,48998,49413
1981,1,63,03,51245,51649
1981,1,63,04,52967,52199
1981,1,63,05,46925,47109
1981,1,63,06,48726,49261
1981,1,63,07,54914,55775
1981,1,63,08,57844,56617
1981,1,63,09,44481,43935
1981,1,63,10,38971,38872
1981,1,63,11,39696,39976
1981,1,63,12,41564,42181
1981,1,63,13,41242,40892
1981,1,63,14,37275,37489
1981,1,63,15,31854,31737
1981,1,63,16,21678,21340
1981,1,63,17,11995,11914
1981,1,63,18,5014,4950
1981,1,63,21,1790,1765
1981,1,64,01,28547,28790
1981,1,64,02,32596,33060
1981,1,64,03,34733,35046
1981,1,64,04,35776,35179
1981,1,64,05,31358,31601
1981,1,64,06,31941,32022
1981,1,64,07,35133,35844
1981,1,64,08,36543,35567
1981,1,64,09,27528,27216
1981,1,64,10,24258,24303
1981,1,64,11,25124,25344
1981,1,64,12,27192,27703
1981,1,64,13,28059,27901
1981,1,64,14,25275,25391
1981,1,64,15,21628,21516
1981,1,64,16,14526,14410
1981,1,64,17,8154,8004
1981,1,64,18,3256,3208
1981,1,64,21,1075,1060
1981,1,65,01,54186,54485
1981,1,65,02,62894,63900
1981,1,65,03,67718,68392
1981,1,65,04,71046,70039
1981,1,65,05,62016,62600
1981,1,65,06,64745,65021
1981,1,65,07,73681,75128
1981,1,65,08,75846,73876
1981,1,65,09,56647,55757
1981,1,65,10,48829,48823
1981,1,65,11,50636,50992
1981,1,65,12,53948,55147
1981,1,65,13,56043,55529
1981,1,65,14,49366,49674
1981,1,65,15,42504,42245
1981,1,65,16,28575,28311
1981,1,65,17,15628,15463
1981,1,65,18,6317,6204
1981,1,65,21,1883,1855
1981,1,66,01,44532,44754
1981,1,66,02,50260,51043
1981,1,66,03,53554,54030
1981,1,66,04,55491,54656
1981,1,66,05,51222,51586
1981,1,66,06,54132,54151
1981,1,66,07,59522,60590
1981,1,66,08,60357,58931
1981,1,66,09,45434,44910
1981,1,66,10,39741,39730
1981,1,66,11,40759,41119
